,newspaper,date,sentiment
347,Business_Insider,2020-01-27,-0.1764705882352942
348,Business_Insider,2020-02-02,-0.1294117647058823
349,Business_Insider,2020-01-31,0.1450980392156862
350,Business_Insider,2020-02-02,
351,Business_Insider,2020-01-29,-0.05098039215686279
352,Business_Insider,2020-01-27,-0.3960784313725491
353,Business_Insider,2020-01-27,-0.1215686274509804
354,Business_Insider,2020-02-07,-0.0980392156862745
355,Business_Insider,2020-02-09,0.2941176470588236
356,Business_Insider,2020-02-08,-0.6392156862745098
357,Business_Insider,2020-02-08,-0.2392156862745098
358,Business_Insider,2020-02-03,-0.02745098039215688
359,Business_Insider,2020-02-05,
360,Business_Insider,2020-02-05,-0.0980392156862745
361,Business_Insider,2020-02-07,-0.05098039215686279
362,Business_Insider,2020-02-03,-0.2941176470588235
363,Business_Insider,2020-02-03,-0.3254901960784313
364,Business_Insider,2020-02-04,-0.05098039215686279
365,Business_Insider,2020-02-05,0.1607843137254903
366,Business_Insider,2020-02-05,-0.2313725490196078
367,Business_Insider,2020-02-06,-0.05882352941176472
368,Business_Insider,2020-02-03,-0.388235294117647
369,Business_Insider,2020-02-04,-0.05098039215686279
370,Business_Insider,2020-02-05,-0.2156862745098039
371,Business_Insider,2020-02-05,0.04313725490196085
372,Business_Insider,2020-02-05,-0.2470588235294118
373,Business_Insider,2020-02-04,-0.0980392156862745
374,Business_Insider,2020-02-04,-0.1215686274509804
375,Business_Insider,2020-02-05,-0.3176470588235294
376,Business_Insider,2020-02-07,-0.0980392156862745
377,Business_Insider,2020-02-07,-0.2470588235294118
378,Business_Insider,2020-02-04,-0.0980392156862745
379,Business_Insider,2020-02-10,-0.4823529411764705
380,Business_Insider,2020-02-16,-0.2470588235294118
381,Business_Insider,2020-02-10,-0.2313725490196078
382,Business_Insider,2020-02-11,-0.1215686274509804
383,Business_Insider,2020-02-11,0.01960784313725483
384,Business_Insider,2020-02-10,0.2392156862745098
385,Business_Insider,2020-02-10,-0.1686274509803921
386,Business_Insider,2020-02-10,-0.1137254901960785
387,Business_Insider,2020-02-10,-0.1215686274509804
388,Business_Insider,2020-02-14,-0.04313725490196074
389,Business_Insider,2020-02-14,-0.1215686274509804
390,Business_Insider,2020-02-14,0.223529411764706
391,Business_Insider,2020-02-14,0.05882352941176472
392,Business_Insider,2020-02-14,-0.1058823529411764
393,Business_Insider,2020-02-14,-0.1450980392156863
394,Business_Insider,2020-02-14,0.2313725490196079
395,Business_Insider,2020-02-14,-0.2
396,Business_Insider,2020-02-14,0.08235294117647052
397,Business_Insider,2020-02-14,-0.07450980392156858
398,Business_Insider,2020-02-14,-0.05882352941176472
399,Business_Insider,2020-02-14,-0.2470588235294118
400,Business_Insider,2020-02-13,0.003921568627450966
401,Business_Insider,2020-02-13,-0.1137254901960785
402,Business_Insider,2020-02-13,0.05098039215686279
403,Business_Insider,2020-02-13,-0.3254901960784313
404,Business_Insider,2020-02-22,0.003921568627450966
405,Business_Insider,2020-02-21,-0.1529411764705882
406,Business_Insider,2020-02-21,-0.1215686274509804
407,Business_Insider,2020-02-20,-0.0117647058823529
408,Business_Insider,2020-02-21,0.0980392156862746
409,Business_Insider,2020-02-20,-0.3960784313725491
410,Business_Insider,2020-02-22,-0.1450980392156863
411,Business_Insider,2020-02-18,-0.2627450980392156
412,Business_Insider,2020-02-21,-0.2313725490196078
413,Business_Insider,2020-02-22,-0.2784313725490196
414,Business_Insider,2020-02-22,0.1764705882352942
415,Business_Insider,2020-02-20,-0.1529411764705882
416,Business_Insider,2020-02-21,-0.1215686274509804
417,Business_Insider,2020-02-18,-0.06666666666666665
418,Business_Insider,2020-02-22,-0.05098039215686279
419,Business_Insider,2020-02-20,-0.01960784313725494
420,Business_Insider,2020-02-19,0.192156862745098
421,Business_Insider,2020-02-23,-0.1215686274509804
422,Business_Insider,2020-02-21,-0.1764705882352942
423,Business_Insider,2020-02-23,0.0980392156862746
424,Business_Insider,2020-02-17,0.1843137254901961
425,Business_Insider,2020-02-19,-0.1058823529411764
426,Business_Insider,2020-02-20,-0.07450980392156858
427,Business_Insider,2020-02-19,0.1058823529411765
428,Business_Insider,2020-02-21,-0.3568627450980392
429,Business_Insider,2020-02-28,-0.1529411764705882
430,Business_Insider,2020-02-26,-0.02745098039215688
431,Business_Insider,2020-02-25,0.003921568627450966
432,Business_Insider,2020-02-28,-0.05882352941176472
433,Business_Insider,2020-02-26,-0.2627450980392156
434,Business_Insider,2020-02-29,-0.03529411764705881
435,Business_Insider,2020-02-27,-0.0980392156862745
436,Business_Insider,2020-02-27,-0.09019607843137256
437,Business_Insider,2020-02-28,-0.6313725490196078
438,Business_Insider,2020-02-24,-0.05098039215686279
439,Business_Insider,2020-02-25,-0.1843137254901961
440,Business_Insider,2020-03-01,-0.0980392156862745
441,Business_Insider,2020-02-29,-0.04313725490196074
442,Business_Insider,2020-02-25,-0.192156862745098
443,Business_Insider,2020-02-27,-0.1764705882352942
