Month End Date,open,high,low,close,volume
2020-04-16,20.0700,22.9700,16.8600,20.8400,2784738
2020-03-31,36.4200,39.1750,14.4400,20.7500,4491501
2020-02-28,41.9300,46.6500,34.9100,36.5100,2353769
2020-01-31,42.6800,42.9208,40.0700,41.8100,1744466
