Month End Date,open,high,low,close,volume
2020-04-17,2498.0801,2862.1599,2447.4900,2844.7900,69300563576
2020-03-31,2974.2800,3136.7200,2191.8601,2584.5901,161801100000
2020-02-28,3235.6599,3393.5200,2855.8401,2954.2200,84292270000
2020-01-31,3244.6699,3337.7700,3214.6399,3225.5200,77104420000
